problem,seed,evolved,kind,name,instance,value,gap,seconds,error
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb1_3.mkp,22584.0,4.105982760816951,0.023179292678833008,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb1_4.mkp,19627.0,16.601512705022518,0.02101588249206543,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb1_5.mkp,22026.0,8.190571464299111,0.026630640029907227,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb4_1.mkp,21549.0,6.568678459937565,0.038543701171875,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb4_2.mkp,21406.0,6.118152712600325,0.03275299072265625,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb4_3.mkp,19942.0,9.891102977723556,0.03389477729797363,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb4_4.mkp,20732.0,8.958369927981732,0.03398776054382324,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb4_5.mkp,20867.0,7.549510433742412,0.02784252166748047,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb1_1.mkp,23393.0,4.052335835281571,0.07092952728271484,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb1_2.mkp,24030.0,1.0051907390623713,0.08142614364624023,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb1_3.mkp,23320.0,0.9808500700607193,0.10560941696166992,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb1_4.mkp,22659.0,3.7180249851279,0.07580208778381348,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb1_5.mkp,23328.0,2.763536326122296,0.08842778205871582,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb4_1.mkp,22549.0,2.2329171002428025,0.08471894264221191,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb4_2.mkp,21802.0,4.381386781281522,0.07940173149108887,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb4_3.mkp,21582.0,2.480683204554697,0.07619905471801758,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb4_4.mkp,22077.0,3.051993676444757,0.0843498706817627,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,evolved,greedy_by_density_bb0a,mknapcb4_5.mkp,22069.0,2.2240928625227063,0.07318258285522461,
jssp,most_work_remaining_930e,most_work_remaining_df20,seed,most_work_remaining_930e,LA01.jssp,880.0,32.13213213213213,0.02115941047668457,
